# Voids catalog for voids_BOSS_lowz_dr12v4_ngc_Om0.3_dt0.5
# [1] VoidID, [2] Center RA (deg), [3] Center Dec (deg), [4] Center Redshift, [5] Number of Galaxies, [6] Total Voronoi Volume (Mpc^3/h^3), [7] Effective Radius (Mpc/h), [8] Core Number Density (h^3/Mpc^3), [9] Core Density Contrast, [10] Void Density Contrast, [11] Probability [12] Distance from Center to Edge 
13788	184.439	37.133	0.292	109066	3.887e+08	452.732	2.068e-05	-0.918	4.377	1.010e-18	7.255
998	213.379	-0.158	0.327	281	4.997e+05	49.227	2.955e-05	-0.914	4.089	9.150e-16	50.606
11176	237.907	8.246	0.384	1394	3.572e+06	94.826	2.479e-05	-0.872	3.859	1.150e-13	99.872
11431	205.520	8.443	0.361	1377	4.834e+06	104.894	2.469e-05	-0.884	3.677	3.730e-12	90.113
4739	203.474	50.656	0.342	24983	9.501e+07	283.073	2.156e-05	-0.883	3.617	1.100e-11	135.103
14307	244.113	52.377	0.401	170	5.971e+05	52.239	2.392e-05	-0.859	3.517	6.220e-11	71.522
13222	147.338	43.824	0.327	13420	5.258e+07	232.397	2.280e-05	-0.891	3.453	1.830e-10	190.372
11627	167.872	18.274	0.326	18256	6.947e+07	255.013	2.434e-05	-0.874	3.331	1.270e-09	118.648
3294	121.868	21.044	0.363	3351	1.055e+07	136.068	2.785e-05	-0.849	3.286	2.500e-09	126.800
11134	248.111	38.157	0.234	1418	3.665e+06	95.646	2.773e-05	-0.927	3.269	3.240e-09	60.334
11375	237.146	9.245	0.266	551	1.070e+06	63.442	3.033e-05	-0.891	3.050	7.080e-08	63.306
4402	122.937	16.086	0.274	1855	3.820e+06	96.976	3.505e-05	-0.879	2.990	1.540e-07	77.763
16634	218.128	50.843	0.349	18707	7.048e+07	256.241	2.586e-05	-0.870	2.985	1.650e-07	118.364
5734	166.960	45.271	0.384	590	2.649e+06	85.837	2.220e-05	-0.879	2.962	2.210e-07	110.799
8541	196.822	17.742	0.294	3171	1.167e+07	140.721	2.764e-05	-0.900	2.904	4.570e-07	126.609
14348	225.014	48.016	0.343	8601	3.148e+07	195.881	2.609e-05	-0.839	2.876	6.400e-07	85.765
11918	140.498	15.689	0.360	4419	1.502e+07	153.077	3.199e-05	-0.871	2.870	6.860e-07	157.620
16394	152.100	47.928	0.286	2836	1.230e+07	143.208	2.498e-05	-0.914	2.853	8.460e-07	193.666
6177	174.869	30.699	0.387	1925	7.430e+06	121.053	2.556e-05	-0.861	2.852	8.500e-07	104.910
8656	157.222	9.377	0.386	1540	5.794e+06	111.418	2.633e-05	-0.857	2.845	9.240e-07	107.860
1077	201.227	0.278	0.243	108	1.147e+05	30.145	7.926e-05	-0.735	2.814	1.340e-06	37.784
5692	142.345	44.537	0.370	3554	1.438e+07	150.861	2.524e-05	-0.851	2.695	5.100e-06	146.047
1625	248.149	15.665	0.397	203	4.798e+05	48.564	3.841e-05	-0.791	2.695	5.130e-06	67.943
16341	167.505	52.932	0.264	743	3.378e+06	93.079	2.798e-05	-0.904	2.693	5.230e-06	155.248
14778	168.356	33.312	0.343	1915	6.690e+06	116.890	2.927e-05	-0.892	2.692	5.300e-06	187.232
75	201.565	-0.062	0.392	269	8.408e+05	58.550	3.524e-05	-0.832	2.690	5.380e-06	58.793
2151	252.039	23.261	0.307	607	1.162e+06	65.225	3.683e-05	-0.866	2.687	5.550e-06	64.299
3404	121.724	19.611	0.354	2524	8.089e+06	124.530	3.119e-05	-0.838	2.684	5.790e-06	116.834
11530	153.070	10.043	0.340	868	3.016e+06	89.634	3.443e-05	-0.890	2.648	8.510e-06	110.908
32	213.163	0.265	0.251	127	1.281e+05	31.272	6.661e-05	-0.777	2.639	9.320e-06	34.440
13721	201.523	19.370	0.367	4938	1.982e+07	167.884	2.464e-05	-0.884	2.634	9.820e-06	76.970
12090	137.080	18.098	0.258	1478	3.952e+06	98.083	3.638e-05	-0.882	2.624	1.100e-05	76.784
16283	167.099	61.705	0.381	692	2.180e+06	80.443	3.084e-05	-0.855	2.596	1.460e-05	96.582
1557	246.566	16.463	0.229	196	2.439e+05	38.760	6.740e-05	-0.819	2.589	1.570e-05	51.852
11446	209.670	14.923	0.272	3799	1.272e+07	144.821	3.341e-05	-0.878	2.572	1.870e-05	60.886
17482	159.774	49.555	0.346	479	1.342e+06	68.431	3.054e-05	-0.907	2.541	2.540e-05	204.890
16633	191.266	58.545	0.306	1419	4.590e+06	103.094	3.547e-05	-0.887	2.531	2.820e-05	139.601
8913	237.810	7.279	0.298	372	9.048e+05	59.999	3.844e-05	-0.853	2.529	2.870e-05	68.952
