# Voids catalog for voids_BOSS_cmass_dr12v4_ngc_Om0.3_dt0.5
# [1] VoidID, [2] Center RA (deg), [3] Center Dec (deg), [4] Center Redshift, [5] Number of Galaxies, [6] Total Voronoi Volume (Mpc^3/h^3), [7] Effective Radius (Mpc/h), [8] Core Number Density (h^3/Mpc^3), [9] Core Density Contrast, [10] Void Density Contrast, [11] Probability [12] Distance from Center to Edge 
60	114.782	37.641	0.648	35	1.411e+05	32.298	2.486e-05	-0.717	3.922	3.220e-14	52.504
10020	184.261	1.326	0.500	25	1.704e+04	15.964	1.364e-04	-0.652	3.441	2.200e-10	28.489
11496	124.855	3.090	0.648	117	6.052e+05	52.473	1.872e-05	-0.778	3.372	6.630e-10	54.891
15935	230.976	13.239	0.459	83	2.425e+05	38.683	3.120e-05	-0.876	3.328	1.330e-09	57.265
4407	237.406	16.985	0.463	372	1.071e+06	63.467	2.934e-05	-0.884	3.001	1.330e-07	73.644
20571	235.861	56.008	0.457	247	7.637e+05	56.705	3.015e-05	-0.854	2.981	1.730e-07	64.008
13976	131.182	28.707	0.498	101	1.043e+05	29.199	8.983e-05	-0.769	2.959	2.290e-07	38.057
2571	138.792	2.233	0.520	487	1.101e+06	64.052	4.141e-05	-0.890	2.875	6.470e-07	68.104
4535	228.210	20.057	0.591	308	1.082e+06	63.679	2.944e-05	-0.855	2.857	7.990e-07	62.597
1267	154.540	-0.619	0.459	220	2.883e+05	40.980	6.223e-05	-0.699	2.827	1.140e-06	42.569
12454	235.558	11.513	0.638	447	3.084e+06	90.295	1.578e-05	-0.849	2.811	1.380e-06	104.814
11862	176.750	5.126	0.586	443	2.164e+06	80.243	1.964e-05	-0.910	2.765	2.360e-06	100.455
5455	206.313	0.163	0.640	547	3.033e+06	89.801	1.988e-05	-0.774	2.759	2.510e-06	88.674
1005	125.041	38.447	0.460	253	6.625e+05	54.079	3.157e-05	-0.875	2.751	2.750e-06	73.005
6886	251.844	21.969	0.495	1066	2.550e+06	84.756	3.729e-05	-0.905	2.741	3.060e-06	82.966
