# Voids catalog for voids_BOSS_cmass_dr12v4_sgc_Om0.3_dt0.5
# [1] VoidID, [2] Center RA (deg), [3] Center Dec (deg), [4] Center Redshift, [5] Number of Galaxies, [6] Total Voronoi Volume (Mpc^3/h^3), [7] Effective Radius (Mpc/h), [8] Core Number Density (h^3/Mpc^3), [9] Core Density Contrast, [10] Void Density Contrast, [11] Probability [12] Distance from Center to Edge 
9561	45.047	-8.258	0.596	20	8.179e+04	26.928	3.104e-05	-0.844	6.122	1.400e-45	85.130
5227	329.982	26.290	0.514	270	8.236e+05	58.149	3.238e-05	-0.903	3.058	6.350e-08	80.784
7087	0.581	21.615	0.644	365	3.549e+06	94.622	1.016e-05	-0.875	2.740	3.120e-06	115.519
3478	32.189	-6.105	0.571	448	1.638e+06	73.126	2.546e-05	-0.899	2.654	7.970e-06	93.793
7225	347.344	21.352	0.598	1047	9.776e+06	132.644	8.540e-06	-0.928	2.622	1.110e-05	215.422
6622	14.735	33.167	0.504	277	6.061e+05	52.500	5.061e-05	-0.861	2.524	3.030e-05	62.562
7103	8.903	24.567	0.653	247	1.956e+06	77.588	1.429e-05	-0.796	2.467	5.300e-05	97.881
1029	15.076	-0.284	0.597	150	7.396e+05	56.102	2.606e-05	-0.869	2.426	7.770e-05	69.769
4240	334.702	12.750	0.640	618	5.583e+06	110.053	1.321e-05	-0.852	2.420	8.200e-05	125.732
3940	341.634	-1.311	0.661	38	1.772e+05	34.845	2.921e-05	-0.626	2.419	8.300e-05	64.477
1971	20.702	4.570	0.653	154	1.321e+06	68.072	1.446e-05	-0.822	2.417	8.450e-05	98.020
6977	1.322	12.599	0.505	323	8.474e+05	58.704	2.847e-05	-0.921	2.410	9.000e-05	60.541
2119	31.066	3.695	0.532	303	8.144e+05	57.932	4.034e-05	-0.865	2.290	2.650e-04	77.725
3345	39.037	-1.761	0.580	271	8.145e+05	57.933	4.660e-05	-0.789	2.290	2.650e-04	63.933
5079	14.705	20.643	0.494	864	3.460e+06	93.826	2.731e-05	-0.929	2.280	2.900e-04	150.220
1671	42.675	1.861	0.515	95	2.320e+05	38.120	4.571e-05	-0.863	2.265	3.270e-04	53.895
7580	359.764	29.760	0.463	407	1.503e+06	71.064	2.877e-05	-0.884	2.230	4.430e-04	79.631
8549	26.138	-6.288	0.477	330	7.320e+05	55.909	4.041e-05	-0.876	2.222	4.720e-04	49.747
8776	0.100	-7.353	0.498	346	6.453e+05	53.606	5.164e-05	-0.865	2.217	4.900e-04	62.779
5009	329.282	21.418	0.449	26	3.616e+04	20.514	9.173e-05	-0.557	2.209	5.260e-04	44.072
1851	30.896	2.125	0.488	247	6.522e+05	53.798	4.440e-05	-0.884	2.203	5.520e-04	50.848
7526	342.261	30.710	0.524	282	8.260e+05	58.206	5.580e-05	-0.840	2.199	5.690e-04	79.026
6630	27.546	31.032	0.513	150	3.960e+05	45.557	6.437e-05	-0.815	2.181	6.620e-04	55.594
7490	31.204	29.711	0.660	99	4.604e+05	47.903	3.560e-05	-0.544	2.163	7.670e-04	66.930
7189	24.447	26.191	0.522	452	1.607e+06	72.657	3.972e-05	-0.881	2.133	9.750e-04	172.199
289	322.004	5.724	0.653	201	1.510e+06	71.175	1.760e-05	-0.803	2.128	1.010e-03	94.160
2543	22.993	2.278	0.468	344	9.083e+05	60.078	4.229e-05	-0.857	2.127	1.020e-03	44.181
4325	341.580	15.528	0.479	85	2.916e+05	41.139	5.675e-05	-0.826	2.125	1.030e-03	114.509
643	336.658	-0.176	0.578	219	7.595e+05	56.600	3.017e-05	-0.864	2.113	1.140e-03	45.995
7437	14.683	32.568	0.630	461	2.625e+06	85.577	1.992e-05	-0.873	2.111	1.150e-03	90.875
9591	39.947	-6.188	0.519	263	7.554e+05	56.498	3.584e-05	-0.897	2.104	1.220e-03	68.925
794	320.476	0.941	0.570	315	1.006e+06	62.152	4.108e-05	-0.854	2.079	1.480e-03	74.901
6069	342.919	24.735	0.511	156	6.246e+05	53.027	3.066e-05	-0.912	2.068	1.610e-03	190.082
2124	37.399	3.740	0.500	150	1.417e+05	32.345	1.390e-04	-0.619	2.064	1.660e-03	36.724
3181	26.874	-2.882	0.473	314	6.810e+05	54.579	5.140e-05	-0.843	2.063	1.680e-03	47.274
7557	7.426	29.591	0.467	645	1.840e+06	76.012	3.672e-05	-0.876	2.059	1.720e-03	81.308
4211	333.512	11.836	0.459	359	1.040e+06	62.852	3.628e-05	-0.825	2.059	1.720e-03	69.771
9567	44.270	-7.368	0.472	41	1.140e+05	30.076	4.664e-05	-0.851	2.057	1.750e-03	58.585
3243	29.965	-2.866	0.518	212	5.726e+05	51.513	4.979e-05	-0.851	2.033	2.100e-03	46.729
8115	4.237	-3.729	0.564	209	6.181e+05	52.843	5.738e-05	-0.794	2.030	2.150e-03	77.488
8157	7.493	-4.147	0.654	122	7.444e+05	56.221	2.976e-05	-0.619	2.011	2.470e-03	68.890
1677	42.192	2.216	0.578	168	4.396e+05	47.168	3.332e-05	-0.868	2.010	2.500e-03	43.432
4518	333.451	16.358	0.502	245	9.180e+05	60.291	3.838e-05	-0.900	1.992	2.840e-03	100.180
7411	16.149	30.842	0.546	277	8.817e+05	59.486	5.204e-05	-0.831	1.972	3.290e-03	50.792
1682	35.205	2.643	0.641	517	3.141e+06	90.852	2.137e-05	-0.788	1.959	3.610e-03	78.951
7470	24.754	30.953	0.647	269	1.678e+06	73.719	1.926e-05	-0.763	1.937	4.240e-03	101.956
9545	44.740	-7.076	0.607	12	3.131e+04	19.553	8.332e-05	-0.534	1.936	4.260e-03	59.275
8349	0.252	-4.946	0.575	183	3.698e+05	44.526	6.272e-05	-0.775	1.933	4.360e-03	46.547
8960	5.995	-6.421	0.568	79	1.854e+05	35.375	6.056e-05	-0.783	1.922	4.700e-03	53.899
7488	26.764	30.774	0.462	231	5.798e+05	51.729	4.341e-05	-0.853	1.911	5.080e-03	63.537
6564	358.852	12.119	0.571	151	7.605e+05	56.625	3.623e-05	-0.845	1.910	5.120e-03	52.828
687	327.904	-0.199	0.561	300	7.930e+05	57.420	5.503e-05	-0.802	1.899	5.520e-03	83.200
905	20.396	-1.370	0.638	205	1.140e+06	64.805	1.817e-05	-0.872	1.896	5.640e-03	69.190
6364	8.282	16.103	0.509	370	1.135e+06	64.706	3.953e-05	-0.886	1.896	5.670e-03	184.345
673	27.580	0.029	0.542	50	7.456e+04	26.110	7.776e-05	-0.741	1.893	5.780e-03	39.912
1800	346.754	0.316	0.482	194	4.470e+05	47.431	6.138e-05	-0.817	1.892	5.810e-03	62.444
5685	10.833	15.160	0.634	389	2.829e+06	87.737	1.813e-05	-0.777	1.892	5.820e-03	137.559
3920	331.133	-1.181	0.505	166	3.458e+05	43.544	5.667e-05	-0.845	1.890	5.870e-03	54.599
1944	26.733	3.167	0.552	162	5.516e+05	50.876	5.224e-05	-0.831	1.889	5.940e-03	53.256
5050	332.678	22.127	0.461	281	1.163e+06	65.232	2.735e-05	-0.901	1.885	6.090e-03	74.194
1483	10.375	7.083	0.650	284	2.369e+06	82.699	1.515e-05	-0.784	1.876	6.510e-03	104.532
1788	12.986	0.928	0.454	140	3.128e+05	42.112	5.253e-05	-0.788	1.875	6.540e-03	43.512
1047	355.208	-1.102	0.603	194	6.902e+05	54.822	3.498e-05	-0.800	1.863	7.080e-03	65.585
239	323.953	5.365	0.474	547	1.708e+06	74.148	3.494e-05	-0.903	1.862	7.150e-03	101.168
6402	17.002	28.276	0.605	197	1.278e+06	67.312	3.177e-05	-0.822	1.862	7.160e-03	175.363
1521	28.674	5.777	0.563	132	4.230e+05	46.567	4.020e-05	-0.855	1.847	7.890e-03	70.434
6641	13.925	33.383	0.551	64	2.050e+05	36.576	5.393e-05	-0.825	1.844	8.060e-03	59.873
4991	29.685	24.915	0.627	136	8.334e+05	58.379	2.118e-05	-0.865	1.836	8.500e-03	67.170
3235	10.316	-3.029	0.637	135	7.508e+05	56.382	3.548e-05	-0.720	1.829	8.930e-03	64.684
4638	18.354	14.830	0.590	183	7.884e+05	57.309	3.219e-05	-0.838	1.828	8.970e-03	231.393
315	318.861	6.651	0.457	46	6.866e+04	25.403	1.018e-04	-0.633	1.826	9.120e-03	46.138
6958	358.797	10.019	0.542	285	1.257e+06	66.947	3.233e-05	-0.894	1.824	9.250e-03	98.998
974	18.149	-0.483	0.480	108	3.822e+05	45.020	5.019e-05	-0.850	1.823	9.280e-03	71.886
1911	6.680	2.989	0.456	141	3.310e+05	42.910	5.214e-05	-0.748	1.822	9.370e-03	61.765
6582	358.776	12.427	0.460	402	1.085e+06	63.747	3.973e-05	-0.808	1.820	9.460e-03	35.011
169	321.955	6.812	0.605	71	2.711e+05	40.150	6.140e-05	-0.636	1.818	9.610e-03	61.319
1907	359.140	2.845	0.505	121	3.603e+05	44.144	6.766e-05	-0.815	1.806	1.040e-02	152.500
6142	347.124	21.461	0.471	756	3.118e+06	90.625	1.771e-05	-0.953	1.804	1.060e-02	98.172
4591	331.572	20.141	0.624	405	2.599e+06	85.286	2.907e-05	-0.795	1.801	1.080e-02	107.281
3589	36.576	-6.087	0.540	429	1.159e+06	65.156	3.881e-05	-0.880	1.793	1.140e-02	86.993
5640	349.879	13.804	0.455	121	2.385e+05	38.473	4.939e-05	-0.720	1.791	1.150e-02	59.507
168	319.996	6.365	0.487	180	3.957e+05	45.545	5.421e-05	-0.855	1.791	1.150e-02	55.886
6347	9.272	16.973	0.462	454	1.482e+06	70.728	3.473e-05	-0.832	1.788	1.170e-02	77.609
1031	19.200	0.510	0.602	63	2.206e+05	37.485	4.359e-05	-0.751	1.784	1.210e-02	58.710
1836	10.374	2.849	0.580	333	1.530e+06	71.477	3.014e-05	-0.880	1.782	1.220e-02	90.903
7275	353.433	27.263	0.647	393	4.448e+06	102.018	1.325e-05	-0.837	1.775	1.270e-02	108.836
9559	43.905	-8.029	0.584	25	9.456e+04	28.262	4.606e-05	-0.803	1.775	1.280e-02	58.462
7631	14.729	33.034	0.472	136	2.767e+05	40.422	7.924e-05	-0.748	1.768	1.340e-02	61.758
2349	27.654	9.211	0.516	139	3.315e+05	42.935	6.383e-05	-0.816	1.767	1.350e-02	50.559
7242	27.784	28.196	0.538	169	5.515e+05	50.874	5.306e-05	-0.823	1.761	1.400e-02	122.174
1925	41.796	2.096	0.615	326	1.153e+06	65.043	2.297e-05	-0.854	1.757	1.440e-02	66.779
9632	40.884	-6.149	0.467	167	3.803e+05	44.947	6.408e-05	-0.804	1.754	1.460e-02	65.213
6313	357.920	25.424	0.526	125	4.423e+05	47.266	5.251e-05	-0.838	1.754	1.460e-02	224.131
9635	42.814	-7.057	0.563	81	2.449e+05	38.813	5.891e-05	-0.790	1.750	1.500e-02	59.068
7011	355.588	7.723	0.636	469	3.365e+06	92.959	1.961e-05	-0.749	1.749	1.510e-02	132.898
915	351.643	-0.731	0.640	70	5.477e+05	50.757	2.523e-05	-0.768	1.748	1.520e-02	78.894
6377	3.276	17.428	0.529	181	4.983e+05	49.181	5.300e-05	-0.836	1.748	1.520e-02	118.896
5298	331.108	28.764	0.559	26	8.684e+04	27.472	6.884e-05	-0.778	1.745	1.550e-02	52.764
3492	41.081	-1.799	0.657	182	1.112e+06	64.263	2.341e-05	-0.712	1.743	1.580e-02	73.890
3328	352.721	-1.917	0.553	121	1.853e+05	35.364	7.697e-05	-0.723	1.741	1.590e-02	40.353
